CustomerID,PersonID,StoreID,TerritoryID,AccountNumber
159,,456,9,AW00000159
160,,658,10,AW00000160
161,,820,2,AW00000161
162,,454,2,AW00000162
163,,660,1,AW00000163
164,,818,1,AW00000164
165,,506,4,AW00000165
166,,662,4,AW00000166
167,,816,4,AW00000167
168,,504,4,AW00000168
169,,804,1,AW00000169
170,,814,5,AW00000170
171,,502,5,AW00000171
172,,806,6,AW00000172
173,,812,6,AW00000173
174,,500,6,AW00000174
175,,808,7,AW00000175
176,,446,8,AW00000176
177,,688,9,AW00000177
178,,810,10,AW00000178
179,,444,2,AW00000179
180,,686,3,AW00000180
181,,1292,1,AW00000181
182,,442,1,AW00000182
183,,684,3,AW00000183
184,,1294,4,AW00000184
185,,1196,4,AW00000185
186,,682,4,AW00000186
187,,1296,4,AW00000187
188,,1194,5,AW00000188
189,,680,5,AW00000189
190,,1298,6,AW00000190
191,,1192,6,AW00000191
192,,678,6,AW00000192
193,,1300,7,AW00000193
194,,1190,8,AW00000194
195,,676,9,AW00000195
196,,1302,10,AW00000196
197,,1188,3,AW00000197
198,,452,3,AW00000198
199,,1304,1,AW00000199
200,,1186,1,AW00000200
201,,450,4,AW00000201
202,,1306,4,AW00000202
203,,1184,4,AW00000203
204,,448,4,AW00000204
205,,1404,4,AW00000205
206,,1182,5,AW00000206
207,,414,5,AW00000207
208,,1406,6,AW00000208
209,,1180,6,AW00000209
210,,412,6,AW00000210
211,,1408,7,AW00000211
212,,1178,8,AW00000212
213,,410,9,AW00000213
214,,1410,10,AW00000214
215,,1176,2,AW00000215
216,,544,2,AW00000216
217,,1412,1,AW00000217
218,,1174,1,AW00000218
219,,1172,3,AW00000219
220,,542,3,AW00000220
221,,1414,4,AW00000221
222,,1170,3,AW00000222
223,,1158,3,AW00000223
224,,1416,5,AW00000224
225,,1168,5,AW00000225
226,,1156,6,AW00000226
227,,1418,6,AW00000227
228,,1166,6,AW00000228
229,,1154,7,AW00000229
230,,1420,8,AW00000230
231,,550,9,AW00000231
232,,1152,10,AW00000232
233,,1422,2,AW00000233
234,,548,2,AW00000234
235,,1150,1,AW00000235
236,,1424,1,AW00000236
237,,546,3,AW00000237
238,,1148,3,AW00000238
239,,1426,4,AW00000239
240,,1956,4,AW00000240
241,,1146,4,AW00000241
242,,1428,5,AW00000242
243,,1954,5,AW00000243
244,,1144,6,AW00000244
245,,1430,6,AW00000245
246,,1952,6,AW00000246
247,,1142,7,AW00000247
248,,1432,8,AW00000248
249,,1950,9,AW00000249
250,,1140,10,AW00000250
251,,1434,2,AW00000251
252,,1948,2,AW00000252
253,,1138,1,AW00000253
254,,472,1,AW00000254
255,,1946,4,AW00000255
256,,1136,4,AW00000256
257,,474,4,AW00000257
258,,1944,4,AW00000258
259,,1134,4,AW00000259
260,,476,5,AW00000260
261,,1942,5,AW00000261
262,,1132,6,AW00000262
263,,580,6,AW00000263
264,,1940,6,AW00000264
265,,590,7,AW00000265
266,,582,8,AW00000266
267,,1938,9,AW00000267
268,,588,10,AW00000268
269,,584,2,AW00000269
270,,1936,2,AW00000270
271,,586,1,AW00000271
272,,612,1,AW00000272
273,,1934,4,AW00000273
274,,952,3,AW00000274
275,,614,4,AW00000275
276,,1932,4,AW00000276
277,,950,4,AW00000277
278,,616,5,AW00000278
279,,1930,5,AW00000279
280,,948,6,AW00000280
281,,618,6,AW00000281
282,,1928,6,AW00000282
283,,946,7,AW00000283
284,,758,8,AW00000284
285,,408,9,AW00000285
286,,944,10,AW00000286
287,,760,3,AW00000287
288,,406,3,AW00000288
289,,498,1,AW00000289
290,,762,1,AW00000290
291,,398,4,AW00000291
292,,496,4,AW00000292
293,,764,1,AW00000293
294,,396,4,AW00000294
295,,1490,4,AW00000295
296,,766,5,AW00000296
297,,394,5,AW00000297
298,,1488,6,AW00000298
299,,768,6,AW00000299
300,,386,6,AW00000300
301,,1486,7,AW00000301
302,,770,8,AW00000302
303,,384,9,AW00000303
304,,1484,10,AW00000304
305,,772,2,AW00000305
306,,382,3,AW00000306
307,,1482,1,AW00000307
308,,774,1,AW00000308
309,,372,4,AW00000309
310,,1480,3,AW00000310
311,,776,4,AW00000311
312,,370,4,AW00000312
313,,1478,4,AW00000313
314,,778,5,AW00000314
315,,440,5,AW00000315
316,,1476,6,AW00000316
317,,780,6,AW00000317
318,,438,6,AW00000318
319,,1474,7,AW00000319
320,,538,8,AW00000320
321,,436,9,AW00000321
322,,1472,10,AW00000322
323,,540,3,AW00000323
324,,2051,2,AW00000324
325,,1470,1,AW00000325
326,,964,1,AW00000326
327,,1994,3,AW00000327
328,,1992,4,AW00000328
329,,470,4,AW00000329
330,,966,4,AW00000330
331,,1990,4,AW00000331
332,,468,5,AW00000332
333,,968,5,AW00000333
334,,1988,6,AW00000334
335,,466,6,AW00000335
336,,970,6,AW00000336
337,,1986,7,AW00000337
338,,578,8,AW00000338
339,,972,9,AW00000339
340,,1984,10,AW00000340
341,,576,2,AW00000341
342,,974,2,AW00000342
343,,1982,1,AW00000343
344,,574,1,AW00000344
345,,976,4,AW00000345
346,,1980,3,AW00000346
347,,572,4,AW00000347
348,,348,3,AW00000348
349,,1978,4,AW00000349
350,,610,5,AW00000350
351,,354,5,AW00000351
352,,1236,6,AW00000352
353,,608,6,AW00000353
354,,356,6,AW00000354
355,,1234,7,AW00000355
356,,606,8,AW00000356
357,,358,9,AW00000357
358,,1232,10,AW00000358
359,,604,2,AW00000359
360,,360,3,AW00000360
361,,1230,1,AW00000361
362,,756,1,AW00000362
363,,374,3,AW00000363
364,,1228,3,AW00000364
365,,754,4,AW00000365
366,,376,4,AW00000366
367,,1226,4,AW00000367
368,,752,5,AW00000368
369,,362,5,AW00000369
370,,1224,6,AW00000370
371,,750,6,AW00000371
372,,1852,6,AW00000372
373,,1222,7,AW00000373
374,,748,8,AW00000374
375,,1854,9,AW00000375
376,,1220,10,AW00000376
377,,746,3,AW00000377
378,,1856,2,AW00000378
379,,1218,1,AW00000379
380,,744,1,AW00000380
381,,1858,3,AW00000381
382,,1216,4,AW00000382
383,,742,4,AW00000383
384,,1860,4,AW00000384
385,,1214,4,AW00000385
386,,740,5,AW00000386
387,,1862,5,AW00000387
388,,1212,6,AW00000388
389,,738,6,AW00000389
390,,1864,6,AW00000390
391,,1210,7,AW00000391
392,,736,8,AW00000392
393,,1866,9,AW00000393
394,,1208,10,AW00000394
395,,560,3,AW00000395
396,,1868,2,AW00000396
397,,1206,1,AW00000397
398,,558,1,AW00000398
399,,1870,4,AW00000399
400,,1110,3,AW00000400
401,,368,1,AW00000401
402,,460,4,AW00000402
403,,1108,4,AW00000403
404,,366,5,AW00000404
405,,462,5,AW00000405
406,,1106,6,AW00000406
407,,380,6,AW00000407
408,,464,6,AW00000408
409,,1104,7,AW00000409
410,,378,8,AW00000410
411,,690,9,AW00000411
412,,1102,10,AW00000412
413,,404,2,AW00000413
414,,692,2,AW00000414
415,,674,1,AW00000415
416,,402,1,AW00000416
417,,694,4,AW00000417
418,,672,3,AW00000418
419,,400,4,AW00000419
420,,696,4,AW00000420
421,,670,4,AW00000421
422,,1164,5,AW00000422
423,,698,5,AW00000423
424,,510,6,AW00000424
425,,1162,6,AW00000425
426,,562,6,AW00000426
427,,508,7,AW00000427
428,,1160,8,AW00000428
429,,564,9,AW00000429
430,,602,10,AW00000430
431,,392,3,AW00000431
432,,846,2,AW00000432
433,,600,1,AW00000433
434,,390,1,AW00000434
435,,848,4,AW00000435
436,,598,4,AW00000436
437,,570,4,AW00000437
438,,388,1,AW00000438
439,,850,4,AW00000439
440,,568,5,AW00000440
441,,364,5,AW00000441
442,,852,6,AW00000442
443,,566,6,AW00000443
444,,428,6,AW00000444
445,,854,7,AW00000445
446,,1926,8,AW00000446
447,,426,9,AW00000447
448,,856,10,AW00000448
449,,1924,5,AW00000449
450,,424,2,AW00000450
451,,858,1,AW00000451
452,,1922,1,AW00000452
453,,926,3,AW00000453
454,,860,3,AW00000454
455,,1920,4,AW00000455
456,,924,4,AW00000456
457,,862,4,AW00000457
458,,1918,5,AW00000458
459,,922,5,AW00000459
460,,864,6,AW00000460
461,,1916,6,AW00000461
462,,920,6,AW00000462
463,,866,7,AW00000463
464,,1914,8,AW00000464
465,,918,9,AW00000465
466,,868,10,AW00000466
467,,1912,5,AW00000467
468,,916,3,AW00000468
469,,870,1,AW00000469
470,,1910,1,AW00000470
471,,914,4,AW00000471
472,,872,3,AW00000472
473,,1204,4,AW00000473
474,,912,4,AW00000474
475,,874,4,AW00000475
476,,1202,5,AW00000476
477,,910,5,AW00000477
478,,1828,6,AW00000478
479,,1200,6,AW00000479
480,,908,6,AW00000480
481,,1830,7,AW00000481
482,,1198,8,AW00000482
483,,906,9,AW00000483
484,,1832,10,AW00000484
485,,306,5,AW00000485
486,,904,2,AW00000486
487,,1834,1,AW00000487
488,,304,1,AW00000488
489,,902,4,AW00000489
490,,1836,4,AW00000490
491,,302,4,AW00000491
492,,900,4,AW00000492
493,,1838,4,AW00000493
494,,326,5,AW00000494
495,,898,5,AW00000495
496,,1840,6,AW00000496
497,,324,6,AW00000497
498,,896,6,AW00000498
499,,1842,7,AW00000499
500,,322,8,AW00000500
501,,894,9,AW00000501
502,,1844,10,AW00000502
503,,320,2,AW00000503
504,,488,3,AW00000504
505,,1846,1,AW00000505
506,,318,1,AW00000506
507,,486,4,AW00000507
508,,1848,4,AW00000508
509,,316,4,AW00000509
510,,484,4,AW00000510
511,,1850,4,AW00000511
512,,352,5,AW00000512
513,,1468,5,AW00000513
514,,592,6,AW00000514
515,,1908,6,AW00000515
516,,1466,6,AW00000516
517,,594,7,AW00000517
518,,1906,8,AW00000518
519,,1464,9,AW00000519
520,,596,10,AW00000520
521,,1904,2,AW00000521
522,,1462,2,AW00000522
523,,954,3,AW00000523
524,,1902,5,AW00000524
525,,1460,5,AW00000525
526,,956,6,AW00000526
527,,1900,3,AW00000527
528,,1458,4,AW00000528
529,,958,4,AW00000529
530,,1898,5,AW00000530
531,,1456,5,AW00000531
532,,960,6,AW00000532
533,,1896,6,AW00000533
534,,1454,6,AW00000534
535,,962,7,AW00000535
536,,1250,8,AW00000536
537,,1452,9,AW00000537
538,,534,10,AW00000538
539,,1248,2,AW00000539
540,,1450,2,AW00000540
541,,536,1,AW00000541
542,,1246,1,AW00000542
543,,1448,3,AW00000543
544,,308,3,AW00000544
545,,1244,4,AW00000545
546,,1242,3,AW00000546
547,,1446,4,AW00000547
548,,310,5,AW00000548
549,,1240,5,AW00000549
550,,1444,6,AW00000550
551,,312,6,AW00000551
552,,1238,6,AW00000552
553,,1442,7,AW00000553
554,,314,8,AW00000554
555,,350,9,AW00000555
556,,1440,10,AW00000556
557,,328,2,AW00000557
558,,344,2,AW00000558
559,,1438,1,AW00000559
560,,330,1,AW00000560
561,,342,4,AW00000561
562,,1436,3,AW00000562
563,,338,4,AW00000563
564,,336,1,AW00000564
565,,458,4,AW00000565
566,,340,5,AW00000566
567,,334,5,AW00000567
568,,1112,6,AW00000568
569,,346,6,AW00000569
570,,332,6,AW00000570
571,,1114,7,AW00000571
572,,876,8,AW00000572
573,,300,9,AW00000573
574,,1116,10,AW00000574
575,,878,2,AW00000575
576,,298,2,AW00000576
577,,1118,1,AW00000577
578,,880,1,AW00000578
579,,296,3,AW00000579
580,,1120,4,AW00000580
581,,882,4,AW00000581
582,,294,4,AW00000582
583,,1796,4,AW00000583
584,,884,5,AW00000584
585,,292,5,AW00000585
586,,1798,6,AW00000586
587,,886,6,AW00000587
588,,668,6,AW00000588
589,,1800,7,AW00000589
590,,888,8,AW00000590
591,,666,9,AW00000591
592,,1802,10,AW00000592
593,,890,2,AW00000593
594,,664,2,AW00000594
595,,1804,1,AW00000595
596,,892,1,AW00000596
597,,1100,4,AW00000597
598,,1806,3,AW00000598
599,,652,4,AW00000599
600,,1098,4,AW00000600
601,,1808,1,AW00000601
602,,654,5,AW00000602
603,,1096,5,AW00000603
604,,1810,1,AW00000604
605,,656,1,AW00000605
606,,1094,3,AW00000606
607,,1812,4,AW00000607
608,,478,4,AW00000608
609,,1092,4,AW00000609
610,,1814,4,AW00000610
611,,480,5,AW00000611
612,,1090,5,AW00000612
613,,1816,6,AW00000613
614,,482,7,AW00000614
615,,1088,8,AW00000615
616,,1818,9,AW00000616
617,,1122,10,AW00000617
618,,1086,2,AW00000618
619,,1820,2,AW00000619
620,,1124,1,AW00000620
621,,1084,1,AW00000621
622,,1822,3,AW00000622
623,,1126,3,AW00000623
624,,1082,4,AW00000624
625,,1824,4,AW00000625
626,,1128,1,AW00000626
627,,1080,5,AW00000627
628,,1826,5,AW00000628
629,,1130,6,AW00000629
630,,1078,6,AW00000630
631,,1364,6,AW00000631
632,,1958,7,AW00000632
633,,1076,8,AW00000633
634,,1366,9,AW00000634
635,,1960,10,AW00000635
636,,1074,2,AW00000636
637,,1368,6,AW00000637
638,,1962,7,AW00000638
639,,1072,8,AW00000639
640,,1370,9,AW00000640
641,,1964,10,AW00000641
642,,1070,2,AW00000642
643,,1372,3,AW00000643
644,,1966,1,AW00000644
645,,1068,1,AW00000645
646,,1374,3,AW00000646
647,,1968,4,AW00000647
648,,1066,4,AW00000648
649,,1376,4,AW00000649
650,,1970,1,AW00000650
651,,1064,5,AW00000651
652,,1378,5,AW00000652
653,,1972,6,AW00000653
654,,1062,6,AW00000654
655,,1060,6,AW00000655
656,,1380,7,AW00000656
657,,1974,8,AW00000657
658,,1058,9,AW00000658
659,,1382,10,AW00000659
660,,1976,3,AW00000660
661,,1056,6,AW00000661
662,,1384,7,AW00000662
663,,420,8,AW00000663
664,,1054,9,AW00000664
665,,1386,10,AW00000665
666,,422,2,AW00000666
667,,1052,2,AW00000667
668,,1388,1,AW00000668
669,,822,1,AW00000669
670,,1050,3,AW00000670
671,,1390,4,AW00000671
672,,824,1,AW00000672
673,,1048,1,AW00000673
674,,1392,4,AW00000674
675,,826,5,AW00000675
676,,1046,5,AW00000676
677,,1394,6,AW00000677
678,,828,6,AW00000678
679,,1044,6,AW00000679
680,,1396,7,AW00000680
681,,830,8,AW00000681
682,,1042,9,AW00000682
683,,1398,10,AW00000683
684,,832,2,AW00000684
685,,1040,6,AW00000685
686,,1400,7,AW00000686
687,,834,8,AW00000687
688,,1038,9,AW00000688
689,,1402,10,AW00000689
690,,836,2,AW00000690
691,,1036,2,AW00000691
692,,802,1,AW00000692
693,,838,1,AW00000693
694,,1034,3,AW00000694
695,,638,3,AW00000695
696,,840,1,AW00000696
697,,1032,1,AW00000697
698,,640,1,AW00000698
699,,842,5,AW00000699
700,,1030,5,AW00000700
701,,844,6,AW00000701
11000,13531,,9,AW00011000
11001,5454,,9,AW00011001
11002,11269,,9,AW00011002
11003,11358,,9,AW00011003
11004,11901,,9,AW00011004
11005,6990,,9,AW00011005
11006,6229,,9,AW00011006
11007,3878,,9,AW00011007
11008,14673,,9,AW00011008
11009,20229,,9,AW00011009
11010,6377,,9,AW00011010
11011,18258,,9,AW00011011
11012,11663,,1,AW00011012
11013,13873,,1,AW00011013
11014,2868,,1,AW00011014
11015,10963,,4,AW00011015
11016,3800,,4,AW00011016
11017,2521,,9,AW00011017
11018,7394,,9,AW00011018
11019,5132,,6,AW00011019
11020,17128,,6,AW00011020
11021,11489,,1,AW00011021
11022,6522,,1,AW00011022
11023,4373,,4,AW00011023
11024,16843,,4,AW00011024
11025,12565,,9,AW00011025
11026,2857,,9,AW00011026
11027,5526,,9,AW00011027
11028,15088,,9,AW00011028
11029,15638,,9,AW00011029
11030,17272,,9,AW00011030
11031,13917,,9,AW00011031
11032,16240,,9,AW00011032
11033,9475,,9,AW00011033
11034,9657,,9,AW00011034
11035,13948,,9,AW00011035
11036,20539,,4,AW00011036
11037,11014,,6,AW00011037
11038,18643,,9,AW00011038
11039,15676,,9,AW00011039
11040,15080,,1,AW00011040
11041,9940,,4,AW00011041
11042,19075,,4,AW00011042
11043,5960,,4,AW00011043
11044,5244,,9,AW00011044
11045,5225,,9,AW00011045
11046,19870,,9,AW00011046
11047,12928,,9,AW00011047
11048,13513,,9,AW00011048
11049,8749,,4,AW00011049
11050,17337,,9,AW00011050
11051,18655,,9,AW00011051
11052,15276,,9,AW00011052
11053,7430,,4,AW00011053
11054,9790,,9,AW00011054
11055,9489,,9,AW00011055
11056,8428,,9,AW00011056
11057,16962,,9,AW00011057
11058,15681,,9,AW00011058
11059,8960,,9,AW00011059
11060,13542,,9,AW00011060
11061,18220,,9,AW00011061
11062,6096,,1,AW00011062
11063,8821,,1,AW00011063
11064,15436,,4,AW00011064
11065,3510,,4,AW00011065
11066,19662,,1,AW00011066
11067,16424,,1,AW00011067
11068,2676,,9,AW00011068
11069,10008,,9,AW00011069
11070,13417,,9,AW00011070
11071,13827,,9,AW00011071
11072,16284,,9,AW00011072
11073,20712,,9,AW00011073
11074,7914,,9,AW00011074
11075,14267,,9,AW00011075
11076,4157,,9,AW00011076
11077,17455,,9,AW00011077
11078,15039,,6,AW00011078
11079,20058,,9,AW00011079
11080,14268,,9,AW00011080
11081,10369,,4,AW00011081
11082,7672,,4,AW00011082
11083,20135,,4,AW00011083
11084,4281,,1,AW00011084
11085,12219,,4,AW00011085
11086,17979,,4,AW00011086
11087,11871,,4,AW00011087
11088,17897,,4,AW00011088
11089,3950,,4,AW00011089
11090,12846,,4,AW00011090
11091,4515,,6,AW00011091
11092,6174,,9,AW00011092
11093,5827,,9,AW00011093
11094,3504,,9,AW00011094
11095,20332,,9,AW00011095
11096,5114,,9,AW00011096
11097,13205,,9,AW00011097
11098,5986,,9,AW00011098
11099,5231,,9,AW00011099
11100,6138,,9,AW00011100
11101,17810,,9,AW00011101
11102,9866,,9,AW00011102
11103,8905,,9,AW00011103
11104,8139,,9,AW00011104
11105,15430,,9,AW00011105
11106,5510,,9,AW00011106
11107,4781,,9,AW00011107
11108,10536,,9,AW00011108
11109,11186,,9,AW00011109
11110,18247,,9,AW00011110
11111,10647,,9,AW00011111
11112,20739,,9,AW00011112
11113,14592,,9,AW00011113
11114,18519,,9,AW00011114
11115,4765,,9,AW00011115
11116,14638,,9,AW00011116
11117,20526,,9,AW00011117
11118,4788,,9,AW00011118
11119,14595,,9,AW00011119
11120,6073,,9,AW00011120
11121,19001,,9,AW00011121
11122,19748,,9,AW00011122
11123,19185,,9,AW00011123
11124,11743,,9,AW00011124
11125,17820,,9,AW00011125
11126,17105,,9,AW00011126
11127,9367,,4,AW00011127
11128,12533,,1,AW00011128
11129,10538,,1,AW00011129
11130,6801,,1,AW00011130
11131,3003,,6,AW00011131
11132,8490,,6,AW00011132
11133,7681,,1,AW00011133
11134,18439,,9,AW00011134
11135,4624,,4,AW00011135
11136,19196,,6,AW00011136
11137,11395,,1,AW00011137
11138,11623,,4,AW00011138
11139,14017,,9,AW00011139
11140,13623,,4,AW00011140
11141,19930,,4,AW00011141
11142,13742,,6,AW00011142
11143,6401,,4,AW00011143
11144,4268,,1,AW00011144
11145,19848,,1,AW00011145
11146,3532,,9,AW00011146
11147,6463,,9,AW00011147
11148,11820,,9,AW00011148
11149,6747,,9,AW00011149
11150,16842,,9,AW00011150
11151,14076,,9,AW00011151
11152,17585,,1,AW00011152
11153,8391,,1,AW00011153
11154,11703,,1,AW00011154
11155,17211,,4,AW00011155
11156,9548,,4,AW00011156
11157,13038,,1,AW00011157
11158,17031,,4,AW00011158
11159,19259,,4,AW00011159
11160,9050,,4,AW00011160
11161,12985,,4,AW00011161
11162,14792,,4,AW00011162
11163,5872,,4,AW00011163
11164,14151,,4,AW00011164
11165,7251,,4,AW00011165
11166,12441,,1,AW00011166
11167,19844,,1,AW00011167
11168,18143,,4,AW00011168
11169,14713,,4,AW00011169
11170,3164,,1,AW00011170
11171,16623,,4,AW00011171
11172,10282,,1,AW00011172
11173,12474,,1,AW00011173
11174,19012,,4,AW00011174
11175,5468,,4,AW00011175
11176,15994,,6,AW00011176
11177,5651,,4,AW00011177
11178,17696,,4,AW00011178
11179,16169,,4,AW00011179
11180,20564,,4,AW00011180
11181,4935,,4,AW00011181
11182,3087,,1,AW00011182
11183,11425,,4,AW00011183
11184,18783,,4,AW00011184
11185,12569,,6,AW00011185
11186,12608,,4,AW00011186
11187,20457,,1,AW00011187
11188,9002,,4,AW00011188
11189,14459,,1,AW00011189
11190,13265,,4,AW00011190
11191,10722,,4,AW00011191
11192,17599,,1,AW00011192
11193,14519,,1,AW00011193
11194,7727,,4,AW00011194
11195,19140,,1,AW00011195
11196,2800,,1,AW00011196
11197,9000,,1,AW00011197
11198,8052,,4,AW00011198
11199,7729,,4,AW00011199
11200,5409,,6,AW00011200
11201,3054,,4,AW00011201
11202,7092,,4,AW00011202
11203,5463,,6,AW00011203
11204,20019,,1,AW00011204
11205,18028,,1,AW00011205
11206,13604,,1,AW00011206
11207,8512,,1,AW00011207
11208,3225,,4,AW00011208
11209,9318,,4,AW00011209
11210,13628,,4,AW00011210
11211,12549,,6,AW00011211
11212,9700,,6,AW00011212
11213,3074,,1,AW00011213
11214,4847,,1,AW00011214
11215,7440,,6,AW00011215
11216,19820,,1,AW00011216
11217,10262,,1,AW00011217
11218,11750,,1,AW00011218
11219,15531,,1,AW00011219
11220,2477,,4,AW00011220
11221,5941,,4,AW00011221
11222,2773,,4,AW00011222
11223,3197,,6,AW00011223
11224,2656,,1,AW00011224
11225,12350,,1,AW00011225
11226,2873,,1,AW00011226
11227,11590,,4,AW00011227
11228,12412,,4,AW00011228
11229,15841,,4,AW00011229
11230,9612,,4,AW00011230
11231,17885,,1,AW00011231
11232,3210,,1,AW00011232
11233,18194,,4,AW00011233
11234,3686,,4,AW00011234
11235,15802,,1,AW00011235
11236,13521,,1,AW00011236
11237,7511,,8,AW00011237
11238,3392,,10,AW00011238
11239,16405,,10,AW00011239
11240,14359,,10,AW00011240
11241,2436,,7,AW00011241
11242,18425,,7,AW00011242
11243,13712,,10,AW00011243
11244,12751,,10,AW00011244
11245,15603,,8,AW00011245
11246,6162,,8,AW00011246
11247,5863,,10,AW00011247
11248,12887,,7,AW00011248
11249,7289,,8,AW00011249
11250,2526,,10,AW00011250
11251,13411,,6,AW00011251
11252,19006,,4,AW00011252
11253,17012,,6,AW00011253
11254,15887,,1,AW00011254
11255,13436,,1,AW00011255
11256,10472,,1,AW00011256
11257,7742,,4,AW00011257
11258,4422,,4,AW00011258
11259,19376,,1,AW00011259
11260,7966,,4,AW00011260
11261,9398,,4,AW00011261
11262,20532,,6,AW00011262
11263,8473,,1,AW00011263
11264,5022,,1,AW00011264
11265,11905,,1,AW00011265
11266,3560,,1,AW00011266
11267,6679,,4,AW00011267
11268,9972,,4,AW00011268
11269,6565,,4,AW00011269
11270,17332,,4,AW00011270
11271,9120,,4,AW00011271
11272,11652,,4,AW00011272
11273,5982,,4,AW00011273
11274,5755,,1,AW00011274
11275,11516,,4,AW00011275
11276,15449,,6,AW00011276
11277,4855,,6,AW00011277
11278,16067,,1,AW00011278
11279,2996,,1,AW00011279
11280,15746,,1,AW00011280
11281,19134,,4,AW00011281
11282,18134,,1,AW00011282
11283,10416,,4,AW00011283
11284,13914,,4,AW00011284
11285,3992,,4,AW00011285
11286,6067,,4,AW00011286
11287,15978,,6,AW00011287
11288,7340,,4,AW00011288
11289,9943,,4,AW00011289
11290,9500,,4,AW00011290
11291,10573,,4,AW00011291
11292,4363,,4,AW00011292
11293,5643,,1,AW00011293
11294,4480,,1,AW00011294
11295,12166,,4,AW00011295
11296,3390,,1,AW00011296
11297,6090,,4,AW00011297
