SalesOrderID,OrderDate,Status,SalesOrderNumber,CustomerID,SalesPersonID,TerritoryID,SubTotal,TaxAmt,Freight,TotalDue
43851,7/1/2011 0:00,5,SO43851,29509,275,2,6783.7679,651.4975,203.593,7638.8584
43852,7/1/2011 0:00,5,SO43852,29855,282,6,2024.994,194.3994,60.7498,2280.1432
43853,7/1/2011 0:00,5,SO43853,29813,282,6,26354.922,2530.0725,790.6477,29675.6422
43854,7/1/2011 0:00,5,SO43854,29988,282,6,1749.588,167.9604,52.4876,1970.036
43855,7/1/2011 0:00,5,SO43855,29946,278,6,10993.3516,1058.7224,330.8508,12382.9248
43856,7/1/2011 0:00,5,SO43856,29680,282,6,2036.394,195.3874,61.0586,2292.84
43857,7/1/2011 0:00,5,SO43857,30074,282,6,7186.5371,689.052,215.3287,8090.9178
43858,7/1/2011 0:00,5,SO43858,29961,275,2,13694.3494,1317.0672,411.5835,15423.0001
43859,7/1/2011 0:00,5,SO43859,29865,276,4,3911.5991,375.2443,117.2639,4404.1073
43860,7/1/2011 0:00,5,SO43860,29773,280,1,10993.3942,1057.2843,330.4013,12381.0798
43861,7/1/2011 0:00,5,SO43861,29749,279,5,23401.1062,2244.4088,701.3777,26346.8927
43862,7/1/2011 0:00,5,SO43862,29945,279,5,31000.7804,2987.8703,933.7095,34922.3602
43863,7/1/2011 0:00,5,SO43863,29764,277,4,1718.8983,164.9658,51.5518,1935.4159
43864,7/1/2011 0:00,5,SO43864,30056,276,4,38474.3572,3703.8969,1157.4678,43335.7219
43865,7/1/2011 0:00,5,SO43865,30117,277,4,13196.0548,1268.2589,396.3309,14860.6446
43866,7/1/2011 0:00,5,SO43866,29571,280,1,4076.388,391.2268,122.2584,4589.8732
43867,7/1/2011 0:00,5,SO43867,29582,280,1,32673.0446,3149.2911,984.1535,36806.4892
43868,7/1/2011 0:00,5,SO43868,30042,282,6,2146.962,206.1084,64.4089,2417.4793
43869,7/1/2011 0:00,5,SO43869,30107,276,1,49193.9864,4734.607,1479.5647,55408.1581
43870,7/1/2011 0:00,5,SO43870,29675,275,2,4316.9864,413.6232,129.2572,4859.8668
43871,7/1/2011 0:00,5,SO43871,30076,281,3,9398.8972,899.949,281.2341,10580.0803
43872,7/1/2011 0:00,5,SO43872,30100,276,4,11584.459,1110.9858,347.1831,13042.6279
43873,7/1/2011 0:00,5,SO43873,29703,276,4,41250.4391,3973.725,1241.789,46465.9531
43874,7/1/2011 0:00,5,SO43874,29569,277,3,419.4589,40.2681,12.5838,472.3108
43875,7/1/2011 0:00,5,SO43875,29624,279,5,121761.9396,11871.5033,3709.8448,137343.2877
43876,7/1/2011 0:00,5,SO43876,30091,275,2,7135.2649,686.9474,214.6711,8036.8834
43877,7/1/2011 0:00,5,SO43877,29925,280,1,20628.5745,1977.1163,617.8489,23223.5397
43878,7/1/2011 0:00,5,SO43878,29664,275,2,4079.988,391.6788,122.3996,4594.0664
43879,7/1/2011 0:00,5,SO43879,29510,282,6,21718.7639,2087.8858,652.4643,24459.114
43880,7/1/2011 0:00,5,SO43880,29789,278,6,15479.55,1488.4458,465.1393,17433.1351
43881,7/1/2011 0:00,5,SO43881,30111,277,3,38816.8056,3725.7234,1164.2885,43706.8175
43882,7/1/2011 0:00,5,SO43882,29558,282,6,2024.994,194.3994,60.7498,2280.1432
43883,7/1/2011 0:00,5,SO43883,29724,275,2,18320.6894,1763.0175,550.943,20634.6499
43884,7/1/2011 0:00,5,SO43884,29861,277,3,115696.3313,11215.3536,3504.798,130416.4829
43885,7/1/2011 0:00,5,SO43885,29757,276,4,68.4,5.928,1.8525,76.1805
43886,7/1/2011 0:00,5,SO43886,29698,282,6,17358.0101,1664.9942,520.3107,19543.315
43887,7/1/2011 0:00,5,SO43887,29493,279,5,419.4589,40.2681,12.5838,472.3108
43888,7/1/2011 0:00,5,SO43888,29794,282,6,14432.8174,1388.4649,433.8953,16255.1776
43889,7/1/2011 0:00,5,SO43889,29830,278,6,2082.6748,199.3984,62.312,2344.3852
43890,7/1/2011 0:00,5,SO43890,29515,278,6,75191.9599,7234.307,2260.7209,84686.9878
43891,7/1/2011 0:00,5,SO43891,29807,282,6,32569.104,3126.3148,976.9734,36672.3922
43892,7/1/2011 0:00,5,SO43892,29716,281,4,16544.5461,1587.1682,495.9901,18627.7044
43893,7/1/2011 0:00,5,SO43893,29905,282,6,419.4589,40.2681,12.5838,472.3108
43894,7/1/2011 0:00,5,SO43894,30004,280,1,32492.604,3118.7048,974.5952,36585.904
43895,7/1/2011 0:00,5,SO43895,29742,280,1,32459.9278,3121.4886,975.4652,36556.8816
43896,7/1/2011 0:00,5,SO43896,29866,277,4,4345.8268,416.1227,130.0383,4891.9878
43897,7/1/2011 0:00,5,SO43897,29522,276,4,51235.0091,4912.9311,1535.291,57683.2312
43898,7/1/2011 0:00,5,SO43898,29705,278,6,50948.9161,4908.5808,1533.9315,57391.4284
43899,7/1/2011 0:00,5,SO43899,29906,277,3,11942.5965,1147.8551,358.7047,13449.1563
43900,7/1/2011 0:00,5,SO43900,29880,279,5,34628.298,3323.6782,1038.6494,38990.6256
43901,7/1/2011 0:00,5,SO43901,29901,276,4,22717.5954,2177.0702,680.3344,25575
43902,7/1/2011 0:00,5,SO43902,29507,279,5,52803.4477,5091.7865,1591.1833,59486.4175
43903,7/1/2011 0:00,5,SO43903,29968,279,5,20.1865,1.6149,0.5047,22.3061
43904,7/1/2011 0:00,5,SO43904,30095,277,4,11361.2706,1093.5814,341.7442,12796.5962
43905,7/1/2011 0:00,5,SO43905,29846,279,5,9880.2666,950.9438,297.1699,11128.3803
43906,7/1/2011 0:00,5,SO43906,29523,277,4,32971.323,3162.1366,988.1677,37121.6273
43907,7/1/2011 0:00,5,SO43907,29791,275,2,14660.3024,1407.7759,439.93,16508.0083
43908,7/1/2011 0:00,5,SO43908,29731,275,2,2561.5408,246.3213,76.9754,2884.8375
43909,7/1/2011 0:00,5,SO43909,29787,283,1,25493.3215,2461.1244,769.1014,28723.5473
43910,7/1/2011 0:00,5,SO43910,29963,279,5,19411.9336,1867.3968,583.5615,21862.8919
43911,7/1/2011 0:00,5,SO43911,29617,280,1,19734.8665,1896.6545,592.7045,22224.2255
43912,7/1/2011 0:00,5,SO43912,29853,276,4,13078.2699,1258.9537,393.423,14730.6466
43913,7/1/2011 0:00,5,SO43913,29774,277,4,36724.0974,3522.2975,1100.718,41347.1129
43914,7/1/2011 0:00,5,SO43914,29521,281,1,8152.776,782.4537,244.5168,9179.7465
43915,7/1/2011 0:00,5,SO43915,29688,275,3,4049.988,388.7988,121.4996,4560.2864
43916,7/1/2011 0:00,5,SO43916,29511,276,3,39450.7884,3788.8057,1184.0018,44423.5959
43917,7/1/2011 0:00,5,SO43917,29885,283,1,21356.1593,2050.8186,640.8808,24047.8587
43918,7/1/2011 0:00,5,SO43918,22041,,6,3578.27,286.2616,89.4568,3953.9884
43919,7/1/2011 0:00,5,SO43919,12124,,7,3578.27,286.2616,89.4568,3953.9884
43920,7/1/2011 0:00,5,SO43920,28066,,4,3578.27,286.2616,89.4568,3953.9884
43921,7/1/2011 0:00,5,SO43921,16743,,9,3578.27,286.2616,89.4568,3953.9884
43922,7/1/2011 0:00,5,SO43922,13546,,8,3578.27,286.2616,89.4568,3953.9884
43923,7/2/2011 0:00,5,SO43923,28018,,4,3578.27,286.2616,89.4568,3953.9884
43924,7/2/2011 0:00,5,SO43924,12132,,7,3578.27,286.2616,89.4568,3953.9884
43925,7/2/2011 0:00,5,SO43925,16661,,9,3578.27,286.2616,89.4568,3953.9884
43926,7/3/2011 0:00,5,SO43926,11055,,9,3374.99,269.9992,84.3748,3729.364
43927,7/3/2011 0:00,5,SO43927,16662,,9,3578.27,286.2616,89.4568,3953.9884
43928,7/3/2011 0:00,5,SO43928,16740,,9,3578.27,286.2616,89.4568,3953.9884
43929,7/3/2011 0:00,5,SO43929,25270,,9,699.0982,55.9279,17.4775,772.5036
43930,7/4/2011 0:00,5,SO43930,28038,,4,3578.27,286.2616,89.4568,3953.9884
43931,7/4/2011 0:00,5,SO43931,13548,,8,3578.27,286.2616,89.4568,3953.9884
43932,7/4/2011 0:00,5,SO43932,16741,,9,3578.27,286.2616,89.4568,3953.9884
43933,7/4/2011 0:00,5,SO43933,11031,,9,3399.99,271.9992,84.9998,3756.989
43934,7/4/2011 0:00,5,SO43934,11034,,9,3399.99,271.9992,84.9998,3756.989
43935,7/5/2011 0:00,5,SO43935,20048,,10,699.0982,55.9279,17.4775,772.5036
43936,7/5/2011 0:00,5,SO43936,28065,,4,3578.27,286.2616,89.4568,3953.9884
43937,7/5/2011 0:00,5,SO43937,17047,,9,3578.27,286.2616,89.4568,3953.9884
43938,7/5/2011 0:00,5,SO43938,16686,,9,3578.27,286.2616,89.4568,3953.9884
43939,7/5/2011 0:00,5,SO43939,16659,,9,3578.27,286.2616,89.4568,3953.9884
43940,7/5/2011 0:00,5,SO43940,25294,,9,699.0982,55.9279,17.4775,772.5036
43941,7/6/2011 0:00,5,SO43941,13600,,10,3578.27,286.2616,89.4568,3953.9884
43942,7/6/2011 0:00,5,SO43942,17051,,9,3578.27,286.2616,89.4568,3953.9884
43943,7/6/2011 0:00,5,SO43943,14565,,4,699.0982,55.9279,17.4775,772.5036
